AIRPORT_ICAO,AIRPORT_IATA,AIRPORT_NAME,AIRPORT_CITY,AIRPORT_CITY_CD,AIRPORT_STATE_CD,AIRPORT_COUNTRY_CD,AIRPORT_COUNTRY,AIRPORT_REGION,AIRPORT_REGION_TIMEZONE,UTC_HR_OFFSET,AIRPORT_LATITUDE,AIRPORT_LONGITUDE,AIRPORT_ELEVATION,AIRPORT_SIZE,UPDATED_DT
CYBV,YBV,Berens River Airport,Berens River,YBV,MB,CA,Canada,North America,America/Winnipeg,-6,52.358695,-97.021411,716,4,2017-12-13 18:29:45
CYBX,YBX,Blanc Sablon Airport,Blanc Sablon,YBX,QC,CA,Canada,North America,America/Blanc-Sablon,-4,51.433333,-57.216667,121,4,2017-10-10 11:17:20
CYCA,YRF,Cartwright Airport,Cartwright,YRF,NL,CA,Canada,North America,America/Halifax,-4,53.682606,-57.03828,40,4,2017-12-13 18:29:45
CYCB,YCB,Cambridge Bay Airport,Cambridge Bay,YCB,NU,CA,Canada,North America,America/Edmonton,-7,69.1,-105.133333,90,4,2017-12-13 18:29:45
CYCC,YCC,Cornwall Regional Airport,Cornwall,YCC,ON,CA,Canada,North America,America/Toronto,-5,45.1,-74.566667,175,4,2017-12-13 18:29:45
CYCD,YCD,Nanaimo Airport,Nanaimo,YCD,BC,CA,Canada,North America,America/Vancouver,-8,49.053158,-123.872995,93,4,2017-12-13 18:29:45
CYCE,YCE,Centralia Airport,Centralia,YCE,ON,CA,Canada,North America,America/Toronto,-5,43.283333,-81.483333,3450,5,2017-12-13 18:29:45
CYCG,YCG,Castlegar Airport,Castlegar,YCG,BC,CA,Canada,North America,America/Vancouver,-8,49.295556,-117.632222,0,4,2017-12-13 18:29:45
CYCH,YCH,Miramichi Airport,Miramichi,YCH,NB,CA,Canada,North America,America/Halifax,-4,47.012714,-65.437869,76,4,2017-12-13 18:29:45
CYCL,YCL,Charlo Airport,Charlo,YCL,NB,CA,Canada,North America,America/Halifax,-4,47.990927,-66.328812,116,4,2017-12-13 18:29:45
CYCN,YCN,Cochrane Airport,Cochrane,YCN,ON,CA,Canada,North America,America/Toronto,-5,49.106018,-81.012895,857,4,2017-12-13 18:29:45
CYCO,YCO,Kugluktuk Airport,Kugluktuk/Coppermine,YCO,NU,CA,Canada,North America,America/Edmonton,-7,67.833333,-115.083333,74,4,2017-12-13 18:29:45
CYCQ,YCQ,Chetwynd Airport,Chetwynd,YCQ,BC,CA,Canada,North America,America/Dawson_Creek,-7,55.683333,-121.633333,2000,5,2017-10-10 11:17:20
CYCR,YCR,Charlie Sinclair Memorial Airport,Cross Lake,YCR,MB,CA,Canada,North America,America/Winnipeg,-6,54.6106,-97.760803,693,4,2017-12-13 18:29:45
CYCS,YCS,Chesterfield Inlet Airport,Chesterfield Inlet,YCS,NU,CA,Canada,North America,America/Winnipeg,-6,63.333333,-90.716667,40,4,2017-12-13 18:29:45
CYCT,YCT,Coronation Airport,Coronation,YCT,AB,CA,Canada,North America,America/Edmonton,-7,52.1,-111.416667,2595,5,2017-12-13 18:29:45
CYCW,YCW,Chilliwack Airport,Chilliwack,YCW,BC,CA,Canada,North America,America/Vancouver,-8,49.166667,-121.9,32,5,2017-12-13 18:29:45
CYCY,YCY,Clyde River Airport,Clyde River,YCY,NU,CA,Canada,North America,America/Toronto,-5,70.416667,-68.5,87,4,2017-12-13 18:29:45
CYCZ,YCZ,Fairmount Springs Airport,Fairmount Springs,YCZ,BC,CA,Canada,North America,America/Edmonton,-7,50.331944,-115.873611,2658,5,2017-12-13 18:29:45
CYDA,YDA,Dawson City Airport,Dawson City,YDA,YT,CA,Canada,North America,America/Vancouver,-8,64.045478,-139.117063,1137,4,2017-12-13 18:29:45
CYDB,YDB,Burwash Landings Airport,Burwash Landings,YDB,YT,CA,Canada,North America,America/Vancouver,-8,61.35,-139.016667,2647,5,2017-12-13 18:29:45
CYDF,YDF,Deer Lake Regional Airport,Deer Lake,YDF,NL,CA,Canada,North America,America/St_Johns,-3.5,49.21027,-57.399727,43,3,2017-12-13 18:29:45
CYDL,YDL,Dease Lake Airport,Dease Lake,YDL,BC,CA,Canada,North America,America/Vancouver,-8,58.424632,-130.025156,2642,4,2017-12-13 18:29:45
CYDM,XRR,Ross River Airport,Ross River,XRR,YT,CA,Canada,North America,America/Vancouver,-8,61.983333,-132.45,2314,5,2017-12-13 18:29:45
CYDN,YDN,Lt. W.G. (Billy) Barker Airport,Dauphin,YDN,MB,CA,Canada,North America,America/Winnipeg,-6,51.1008,-100.052002,992,4,2017-12-13 18:29:45
CYDO,YDO,St. Felicien Airport,Dolbeau,YDO,QC,CA,Canada,North America,America/Toronto,-5,48.778541,-72.374972,348,5,2017-12-13 18:29:45
CYDP,YDP,Nain Airport,Nain,YDP,NL,CA,Canada,North America,America/Halifax,-4,56.533333,-61.666667,22,4,2017-12-13 18:29:45
CYDQ,YDQ,Dawson Creek Airport,Dawson Creek,YDQ,BC,CA,Canada,North America,America/Dawson_Creek,-7,55.733333,-120.183333,2148,4,2017-10-10 11:17:20
CYEG,YEG,Edmonton International Airport,Edmonton,YEA,AB,CA,Canada,North America,America/Edmonton,-7,53.307375,-113.584047,2373,2,2017-12-13 18:29:45
CYEK,YEK,Arviat Airport,Arviat,YEK,NU,CA,Canada,North America,America/Winnipeg,-6,61.116667,-94.05,32,4,2017-12-13 18:29:45
CYEL,YEL,Elliot Lake Municipal Airport,Elliot Lake,YEL,ON,CA,Canada,North America,America/Toronto,-5,46.352222,-82.563056,1087,4,2017-12-13 18:29:45
CYEM,YEM,Manitoulin East Municipal Airport,Manitowaning,YEM,ON,CA,Canada,North America,America/Toronto,-5,45.842778,-81.858056,869,5,2017-12-13 18:29:45
CYEN,YEN,Estevan Regional Airport,Estevan,YEN,SK,CA,Canada,North America,America/Regina,-6,49.207544,-102.962821,1902,4,2017-10-10 11:17:20
CYER,YER,Fort Severn Airport,Fort Severn,YER,ON,CA,Canada,North America,America/Toronto,-5,56.017702,-87.677509,43,4,2017-12-13 18:29:45
CYET,YET,Edson Airport,Edson,YET,AB,CA,Canada,North America,America/Edmonton,-7,53.583333,-116.466667,3041,4,2017-12-13 18:29:45
CYEU,YEU,Eureka Airport,Eureka,YEU,NU,CA,Canada,North America,America/Winnipeg,-6,80,-85.933333,256,5,2017-12-13 18:29:45
CYEV,YEV,Inuvik Mike Zubko Airport,Inuvik,YEV,NT,CA,Canada,North America,America/Edmonton,-7,68.306649,-133.49767,224,4,2017-12-13 18:29:45
CYEY,YEY,Amos/Magny Airport,Amos,YEY,QC,CA,Canada,North America,America/Toronto,-5,48.558741,-78.241714,1044,4,2017-12-13 18:29:45
CYFA,YFA,Fort Albany Airport,Fort Albany,YFA,ON,CA,Canada,North America,America/Toronto,-5,52.241667,-81.591667,53,4,2017-12-13 18:29:45
CYFB,YFB,Iqaluit Airport,Iqaluit,YFB,NU,CA,Canada,North America,America/Toronto,-5,63.75175,-68.536586,15,4,2017-12-13 18:29:45
CYFC,YFC,Fredericton International Airport,Fredericton,YFC,NB,CA,Canada,North America,America/Halifax,-4,45.873161,-66.52978,67,4,2017-12-13 18:29:45
CYFH,YFH,Fort Hope Airport,Fort Hope,YFH,ON,CA,Canada,North America,America/Toronto,-5,51.559345,-87.897958,905,4,2017-12-13 18:29:45
CYFJ,YTM,Mont-Tremblant International Airport,La Macaza,YTM,QC,CA,Canada,North America,America/Toronto,-5,46.405758,-74.780056,789,4,2017-12-13 18:29:45
CYFO,YFO,Flin Flon Airport,Flin Flon,YFO,MB,CA,Canada,North America,America/Winnipeg,-6,54.683333,-101.683333,997,4,2017-12-13 18:29:45
CYFR,YFR,Fort Resolution Airport,Fort Resolution,YFR,NT,CA,Canada,North America,America/Edmonton,-7,61.176132,-113.684434,519,4,2017-12-13 18:29:45
CYFS,YFS,Fort Simpson Airport,Fort Simpson,YFS,NT,CA,Canada,North America,America/Edmonton,-7,61.75,-121.233333,555,4,2017-12-13 18:29:45
CYFT,YMN,Makkovik Airport,Makkovik,YMN,NL,CA,Canada,North America,America/Halifax,-4,55.166667,-59.166667,234,4,2017-12-13 18:29:45
CYGB,YGB,Gillies Bay Airport,Gillies Bay,YGB,BC,CA,Canada,North America,America/Vancouver,-8,49.7,-124.533333,300,4,2017-12-13 18:29:45
CYGH,YGH,Fort Good Hope Airport,Fort Good Hope,YGH,NT,CA,Canada,North America,America/Edmonton,-7,66.266667,-128.65,268,4,2017-12-13 18:29:45
CYGK,YGK,Kingston/Norman Rogers Airport,Kingston,YGK,ON,CA,Canada,North America,America/Toronto,-5,44.219512,-76.59366,305,4,2017-12-13 18:29:45
CYGL,YGL,La Grande Airport,La Grande,YGL,QC,CA,Canada,North America,America/Toronto,-5,53.629722,-77.706389,639,4,2017-12-13 18:29:45
CYGM,YGM,Gimli Industrial Park Airport,Gimli,YGM,MB,CA,Canada,North America,America/Winnipeg,-6,50.628055,-97.043336,749,5,2017-12-13 18:29:45
CYGO,YGO,Gods Lake Narrows Airport,Gods Lake Narrows,YGO,MB,CA,Canada,North America,America/Winnipeg,-6,54.557701,-94.491173,621,4,2017-12-13 18:29:45
CYGP,YGP,Michel-Pouliot Gaspe Airport,Gaspe,YGP,QC,CA,Canada,North America,America/Toronto,-5,48.77638,-64.475971,100,4,2017-12-13 18:29:45
CYGQ,YGQ,Greenstone Regional Airport,Geraldton,YGQ,ON,CA,Canada,North America,America/Toronto,-5,49.778301,-86.9394,1122,4,2017-12-13 18:29:45
CYGR,YGR,Iles De La Madeleine Airport,Iles De La Madeleine,YGR,QC,CA,Canada,North America,America/Halifax,-4,47.366667,-61.9,34,4,2017-12-13 18:29:45
CYGT,YGT,Igloolik Airport,Igloolik,YGT,NU,CA,Canada,North America,America/Toronto,-5,69.4,-81.816667,174,4,2017-12-13 18:29:45
CYGV,YGV,Havre St. Pierre Airport,Havre St. Pierre,YGV,QC,CA,Canada,North America,America/Toronto,-5,50.25,-63.583333,124,4,2017-12-13 18:29:45
CYGW,YGW,Kuujjuarapik Airport,Kuujjuarapik,YGW,QC,CA,Canada,North America,America/Toronto,-5,55.279167,-77.766667,34,4,2017-12-13 18:29:45
CYGX,YGX,Gillam Airport,Gillam,YGX,MB,CA,Canada,North America,America/Winnipeg,-6,56.35,-94.7,476,4,2017-12-13 18:29:45
CYGZ,YGZ,Grise Fiord Airport,Grise Fiord,YGZ,NU,CA,Canada,North America,America/Toronto,-5,76.417778,-82.957222,146,4,2017-12-13 18:29:45
CYHA,YHA,Port Hope Simpson Airport,Port Hope Simpson,YHA,NL,CA,Canada,North America,America/St_Johns,-3.5,52.527433,-56.287087,324,4,2017-12-13 18:29:45
CYHB,YHB,Hudson Bay Airport,Hudson Bay,YHB,SK,CA,Canada,North America,America/Regina,-6,52.866667,-102.416667,1175,4,2017-10-10 11:17:20
CYHC,CXH,Vancouver Harbour Sea Plane Base,Vancouver,YVR,BC,CA,Canada,North America,America/Vancouver,-8,49.290827,-123.117966,0,3,2017-12-13 18:29:45
CYHD,YHD,Dryden Regional Airport,Dryden,YHD,ON,CA,Canada,North America,America/Winnipeg,-6,49.830601,-92.747061,1354,4,2017-12-13 18:29:45
CYHE,YHE,Hope Airport,Hope,YHE,BC,CA,Canada,North America,America/Vancouver,-8,49.416667,-121.416667,128,5,2017-12-13 18:29:45
CYHF,YHF,Rene Fontaine Municipal Airport,Hearst,YHF,ON,CA,Canada,North America,America/Toronto,-5,49.714199,-83.686096,821,5,2017-12-13 18:29:45
CYHH,YNS,Nemiscau Airport,Nemiscau,YNS,QC,CA,Canada,North America,America/Toronto,-5,51.691056,-76.135564,812,4,2017-12-13 18:29:45
CYHI,YHI,Ulukhaktok Airport,Ulukhaktok,YHI,NT,CA,Canada,North America,America/Edmonton,-7,70.762802,-117.806,106,4,2017-12-13 18:29:45
CYHK,YHK,Gjoa Haven Airport,Gjoa Haven,YHK,NU,CA,Canada,North America,America/Edmonton,-7,68.633333,-95.95,152,4,2017-12-13 18:29:45
CYHM,YHM,John C. Munro Hamilton Airport,Hamilton,YHM,ON,CA,Canada,North America,America/Toronto,-5,43.173646,-79.934225,777,3,2017-12-13 18:29:45
CYHN,YHN,Hornepayne Municipal Airport,Hornepayne,YHN,ON,CA,Canada,North America,America/Toronto,-5,49.188723,-84.76461,1089,4,2017-12-13 18:29:45
CYHO,YHO,Hopedale Airport,Hopedale,YHO,NL,CA,Canada,North America,America/Halifax,-4,55.448333,-60.229444,39,4,2017-12-13 18:29:45
CYHR,YHR,Chevery Airport,Chevery,YHR,QC,CA,Canada,North America,America/Blanc-Sablon,-4,50.5,-59.5,30,4,2017-10-10 11:17:20
CYHT,YHT,Haines Junction Airport,Haines Junction,YHT,YT,CA,Canada,North America,America/Vancouver,-8,60.75,-137.5,2150,5,2017-12-13 18:29:45
CYHU,YHU,St. Hubert Airport,Montreal,YMQ,QC,CA,Canada,North America,America/Toronto,-5,45.516318,-73.420789,95,4,2017-12-13 18:29:45
CYHY,YHY,Merlyn Carter Airport,Hay River,YHY,NT,CA,Canada,North America,America/Edmonton,-7,60.839699,-115.782997,523,4,2017-12-13 18:29:45
CYHZ,YHZ,Halifax Stanfield International Airport,Halifax,YHZ,NS,CA,Canada,North America,America/Halifax,-4,44.88496,-63.514253,477,2,2017-12-13 18:29:45
CYIB,YIB,Atikokan Airport,Atikokan,YIB,ON,CA,Canada,North America,America/Atikokan,-5,48.75,-91.616667,1408,5,2017-10-10 11:17:20
CYID,YDG,Annapolis Regional Airport,Digby,YDG,NS,CA,Canada,North America,America/Halifax,-4,44.545998,-65.785564,480,5,2017-12-13 18:29:45
CYIF,YIF,Pakuashipi Airport,Pakuashipi,YIF,QC,CA,Canada,North America,America/Blanc-Sablon,-4,51.216667,-58.666667,20,4,2017-10-10 11:17:20
CYIK,YIK,Ivujivik Airport,Ivujivik,YIK,QC,CA,Canada,North America,America/Toronto,-5,62.417339,-77.92529,147,4,2017-12-13 18:29:45
CYIO,YIO,Pond Inlet Airport,Pond Inlet,YIO,NU,CA,Canada,North America,America/Toronto,-5,72.683333,-78,181,4,2017-12-13 18:29:45
CYIV,YIV,Island Lake Airport,Island Lake,YIV,MB,CA,Canada,North America,America/Winnipeg,-6,53.856785,-94.653043,756,4,2017-12-13 18:29:45
CYJF,YJF,Fort Liard Airport,Fort Liard,YJF,NT,CA,Canada,North America,America/Edmonton,-7,60.25,-123.466667,701,5,2017-12-13 18:29:45
CYJN,YJN,Saint Jean Airport,Saint Jean,YJN,QC,CA,Canada,North America,America/Toronto,-5,45.29758,-73.281293,121,5,2017-12-13 18:29:45
CYJT,YJT,Stephenville Airport,Stephenville,YJT,NL,CA,Canada,North America,America/St_Johns,-3.5,48.54372,-58.552972,31,4,2017-12-13 18:29:45
CYKA,YKA,Kamloops Airport,Kamloops,YKA,BC,CA,Canada,North America,America/Vancouver,-8,50.705447,-120.442023,1133,4,2017-12-13 18:29:45
CYKC,YKC,Collins Bay Airport,Collins Bay,YKC,SK,CA,Canada,North America,America/Regina,-6,58.23561,-103.677213,1327,4,2017-10-10 11:17:20
CYKD,LAK,Aklavik Airport,Aklavik,LAK,NT,CA,Canada,North America,America/Edmonton,-7,68.222222,-134.985833,21,4,2017-12-13 18:29:45
CYKF,YKF,Region of Waterloo International Airport,Kitchener,YKF,ON,CA,Canada,North America,America/Toronto,-5,43.458978,-80.385056,1036,4,2017-12-13 18:29:45
CYKG,YWB,Kangiqsujuaq Airport,Kangiqsujuaq,YWB,QC,CA,Canada,North America,America/Toronto,-5,61.6,-71.95,511,4,2017-12-13 18:29:45
CYKJ,YKJ,Key Lake Airport,Key Lake,YKJ,SK,CA,Canada,North America,America/Regina,-6,57.256287,-105.618634,1700,4,2017-10-10 11:17:20
CYKL,YKL,Schefferville Airport,Schefferville,YKL,QC,CA,Canada,North America,America/Toronto,-5,54.805294,-66.805282,1669,4,2017-12-13 18:29:45
CYKO,AKV,Akulivik Airport,Akulivik,AKV,QC,CA,Canada,North America,America/Toronto,-5,60.733333,-78.583333,66,4,2017-12-13 18:29:45
CYKQ,YKQ,Waskaganish Airport,Waskaganish,YKQ,QC,CA,Canada,North America,America/Toronto,-5,51.4875,-78.75,79,4,2017-12-13 18:29:45
CYKX,YKX,Kirkland Lake Airport,Kirkland Lake,YKX,ON,CA,Canada,North America,America/Toronto,-5,48.210279,-79.98139,1123,5,2017-12-13 18:29:45
CYKY,YKY,Kindersley Regional Airport,Kindersley,YKY,SK,CA,Canada,North America,America/Regina,-6,51.517662,-109.175262,2270,4,2017-10-10 11:17:20
CYKZ,YKZ,Buttonville Municipal Airport,Toronto,YTO,ON,CA,Canada,North America,America/Toronto,-5,43.861308,-79.367734,603,4,2017-12-13 18:29:45
CYLA,YPJ,Aupaluk Airport,Aupaluk,YPJ,QC,CA,Canada,North America,America/Toronto,-5,59.3,-69.666667,117,4,2017-12-13 18:29:45
CYLB,YLB,Lac Biche Airport,Lac Biche,YLB,AB,CA,Canada,North America,America/Edmonton,-7,54.766667,-112.016667,1884,4,2017-12-13 18:29:45
CYLC,YLC,Kimmirut Airport,Kimmirut/Lake Harbour,YLC,NU,CA,Canada,North America,America/Toronto,-5,62.85,-69.883333,175,4,2017-12-13 18:29:45
CYLD,YLD,Chapleau Airport,Chapleau,YLD,ON,CA,Canada,North America,America/Toronto,-5,47.819444,-83.352778,1465,5,2017-12-13 18:29:45
CYLH,YLH,Lansdowne House Airport,Lansdowne House,YLH,ON,CA,Canada,North America,America/Toronto,-5,52.195593,-87.934193,804,4,2017-12-13 18:29:45
CYLJ,YLJ,Meadow Lake Airport,Meadow Lake,YLJ,SK,CA,Canada,North America,America/Regina,-6,54.126525,-108.511841,1577,4,2017-10-10 11:17:20
CYLL,YLL,Lloydminster Airport,Lloydminster,YLL,AB,CA,Canada,North America,America/Edmonton,-7,53.31297,-110.072718,2194,4,2017-12-13 18:29:45
CYLQ,YLQ,La Tuque Airport,La Tuque,YLQ,QC,CA,Canada,North America,America/Toronto,-5,47.5,-72.833333,548,5,2017-12-13 18:29:45
CYLR,YLR,Leaf Rapids Airport,Leaf Rapids,YLR,MB,CA,Canada,North America,America/Winnipeg,-6,56.513336,-99.985274,988,5,2017-12-13 18:29:45
CYLT,YLT,Alert Airport,Alert,YLT,NU,CA,Canada,North America,America/Winnipeg,-6,82.516667,-62.283333,100,5,2017-12-13 18:29:45
CYLU,XGR,Kangiqsualujjuaq Airport,Kangiqsualujjuaq,XGR,QC,CA,Canada,North America,America/Toronto,-5,58.5,-65.983333,196,4,2017-12-13 18:29:45
CYLW,YLW,Kelowna International Airport,Kelowna,YLW,BC,CA,Canada,North America,America/Vancouver,-8,49.951542,-119.381396,1370,3,2017-12-13 18:29:45
CYMA,YMA,Mayo Airport,Mayo,YMA,YT,CA,Canada,North America,America/Vancouver,-8,63.616389,-135.873611,1653,5,2017-12-13 18:29:45
CYME,YME,Matane Airport,Matane,YME,QC,CA,Canada,North America,America/Toronto,-5,48.833333,-67.516667,102,5,2017-12-13 18:29:45
CYMG,YMG,Manitouwadge Airport,Manitouwadge,YMG,ON,CA,Canada,North America,America/Toronto,-5,49.083333,-85.866667,1198,5,2017-12-13 18:29:45
CYMH,YMH,"Mary's Harbour Airport","Mary's Harbour",YMH,NL,CA,Canada,North America,America/St_Johns,-3.5,52.303039,-55.847787,36,4,2017-12-13 18:29:45
CYML,YML,Charlevoix Airport,Murray Bay,YML,QC,CA,Canada,North America,America/Toronto,-5,47.65,-70.166667,977,5,2017-12-13 18:29:45
CYMM,YMM,Fort McMurray International Airport,Fort McMurray,YMM,AB,CA,Canada,North America,America/Edmonton,-7,56.656589,-111.223952,1211,3,2017-12-13 18:29:45
CYMO,YMO,Moosonee Airport,Moosonee,YMO,ON,CA,Canada,North America,America/Toronto,-5,51.291111,-80.604167,30,4,2017-12-13 18:29:45
CYMT,YMT,Chibougamau Airport,Chibougamau,YMT,QC,CA,Canada,North America,America/Toronto,-5,49.916667,-74.366667,1270,4,2017-12-13 18:29:45
CYMU,YUD,Umiujaq Airport,Umiujaq,YUD,QC,CA,Canada,North America,America/Toronto,-5,56.536111,-76.518333,142,4,2017-12-13 18:29:45
CYMW,YMW,Maniwaki Airport,Maniwaki,YMW,QC,CA,Canada,North America,America/Toronto,-5,46.383333,-75.966667,659,5,2017-12-13 18:29:45
CYMX,YMX,Mirabel International Airport,Montreal,YMQ,QC,CA,Canada,North America,America/Toronto,-5,45.680615,-74.024407,270,4,2017-12-13 18:29:45
CYNA,YNA,Natashquan Airport,Natashquan,YNA,QC,CA,Canada,North America,America/Toronto,-5,50.183333,-61.8,35,4,2017-12-13 18:29:45
CYNC,YNC,Wemindji Airport,Wemindji,YNC,QC,CA,Canada,North America,America/Toronto,-5,53,-78.816667,50,4,2017-12-13 18:29:45
CYND,YND,Gatineau Airport,Gatineau,YND,QC,CA,Canada,North America,America/Toronto,-5,45.520631,-75.562827,198,4,2017-12-13 18:29:45
CYNE,YNE,Norway House Airport,Norway House,YNE,MB,CA,Canada,North America,America/Winnipeg,-6,53.954167,-97.845833,734,4,2017-12-13 18:29:45
CYNH,YNH,"Hudson's Hope Airport","Hudson's Hope",YNH,BC,CA,Canada,North America,America/Edmonton,-7,56,-121.9,2220,5,2017-12-13 18:29:45
CYNJ,YLY,Langley Regional Airport,Langley,YLY,BC,CA,Canada,North America,America/Vancouver,-8,49.100833,-122.630833,34,5,2017-12-13 18:29:45
CYNL,YNL,Points North Landing Airport,Points North Landing,YNL,SK,CA,Canada,North America,America/Regina,-6,58.275,-104.081111,1575,4,2017-10-10 11:17:20
CYNM,YNM,Matagami Airport,Matagami,YNM,QC,CA,Canada,North America,America/Toronto,-5,49.75,-77.8,918,4,2017-12-13 18:29:45
CYNR,HZP,Fort MacKay/Horizon Airport,Fort MacKay,HZP,AB,CA,Canada,North America,America/Edmonton,-7,57.381667,-111.701111,916,4,2017-12-13 18:29:45
CYOA,YOA,Ekati Airport,Ekati,YOA,NT,CA,Canada,North America,America/Edmonton,-7,64.699444,-110.614444,1540,4,2017-12-13 18:29:45
CYOC,YOC,Old Crow Airport,Old Crow,YOC,YT,CA,Canada,North America,America/Vancouver,-8,67.568133,-139.849179,828,4,2017-12-13 18:29:45
CYOH,YOH,Oxford House Airport,Oxford House,YOH,MB,CA,Canada,North America,America/Winnipeg,-6,54.934241,-95.276677,632,4,2017-12-13 18:29:45
CYOJ,YOJ,High Level Airport,High Level,YOJ,AB,CA,Canada,North America,America/Edmonton,-7,58.621399,-117.165001,1104,4,2017-12-13 18:29:45
CYOO,YOO,Oshawa Municipal Airport,Oshawa,YOO,ON,CA,Canada,North America,America/Toronto,-5,43.916667,-78.9,459,4,2017-12-13 18:29:45
CYOP,YOP,Rainbow Lake Airport,Rainbow Lake,YOP,AB,CA,Canada,North America,America/Edmonton,-7,58.494372,-119.413406,1747,4,2017-12-13 18:29:45
CYOS,YOS,Billy Bishop Regional Airport,Owen Sound,YOS,ON,CA,Canada,North America,America/Toronto,-5,44.590278,-80.8375,1007,5,2017-12-13 18:29:45
CYOW,YOW,Ottawa/Macdonald-Cartier International Airport,Ottawa,YOW,ON,CA,Canada,North America,America/Toronto,-5,45.320833,-75.672778,374,2,2017-12-13 18:29:45
CYPA,YPA,Glass Field,Prince Albert,YPA,SK,CA,Canada,North America,America/Regina,-6,53.21585,-105.676601,1405,3,2017-10-10 11:17:20
CYPC,YPC,Nora A. Ruben Airport,Paulatuk,YPC,NT,CA,Canada,North America,America/Edmonton,-7,69.360838,-124.07547,7,4,2017-12-13 18:29:45
CYPD,YPS,Port Hawkesbury Airport,Port Hawkesbury,YPS,NS,CA,Canada,North America,America/Halifax,-4,45.616667,-61.35,377,5,2017-12-13 18:29:45
CYPE,YPE,Peace River Airport,Peace River,YPE,AB,CA,Canada,North America,America/Edmonton,-7,56.231854,-117.442556,1873,4,2017-12-13 18:29:45
CYPF,YPF,Esquimalt Airport,Esquimalt,YPF,BC,CA,Canada,North America,America/Vancouver,-8,48.433333,-123.4,0,5,2017-12-13 18:29:45
CYPG,YPG,Southport Airport,Portage La Prarie,YPG,MB,CA,Canada,North America,America/Winnipeg,-6,49.903099,-98.273817,876,5,2017-12-13 18:29:45
CYPH,YPH,Inukjuak Airport,Inukjuak,YPH,QC,CA,Canada,North America,America/Toronto,-5,58.433333,-78.166667,83,4,2017-12-13 18:29:45
CYPL,YPL,Pickle Lake Airport,Pickle Lake,YPL,ON,CA,Canada,North America,America/Atikokan,-5,51.208333,-90.208333,1268,4,2017-10-10 11:17:20
CYPM,YPM,Pikangikum Airport,Pikangikum,YPM,ON,CA,Canada,North America,America/Winnipeg,-6,51.817377,-93.972869,1114,4,2017-12-13 18:29:45
CYPN,YPN,Port-Menier Airport,Port-Menier,YPN,QC,CA,Canada,North America,America/Toronto,-5,49.837066,-64.291116,174,4,2017-12-13 18:29:45
CYPO,YPO,Peawanuk Airport,Peawanuk,YPO,ON,CA,Canada,North America,America/Toronto,-5,54.983333,-85.433333,171,4,2017-12-13 18:29:45
CYPQ,YPQ,Peterborough Airport,Peterborough,YPQ,ON,CA,Canada,North America,America/Toronto,-5,44.233199,-78.357789,626,4,2017-12-13 18:29:45
CYPR,YPR,Digby Island Airport,Prince Rupert,YPR,BC,CA,Canada,North America,America/Vancouver,-8,54.287222,-130.440833,116,4,2017-12-13 18:29:45
CYPW,YPW,Powell River Airport,Powell River,YPW,BC,CA,Canada,North America,America/Vancouver,-8,49.816667,-124.5,425,4,2017-12-13 18:29:45
CYPX,YPX,Puvirnituq Airport,Povungnituk,YPX,QC,CA,Canada,North America,America/Toronto,-5,60.033333,-77.166667,76,4,2017-12-13 18:29:45
CYPY,YPY,Fort Chipewyan Airport,Fort Chipewyan,YPY,AB,CA,Canada,North America,America/Edmonton,-7,58.767989,-111.114062,752,4,2017-12-13 18:29:45
CYPZ,YPZ,Burns Lake Airport,Burns Lake,YPZ,BC,CA,Canada,North America,America/Vancouver,-8,54.233333,-125.766667,2340,4,2017-12-13 18:29:45
CYQA,YQA,Muskoka Airport,Muskoka,YQA,ON,CA,Canada,North America,America/Toronto,-5,44.966667,-79.3,925,5,2017-12-13 18:29:45
CYQB,YQB,Quebec City Jean Lesage International Airport,Quebec,YQB,QC,CA,Canada,North America,America/Toronto,-5,46.792037,-71.383388,244,2,2017-12-13 18:29:45
CYQD,YQD,The Pas Airport,The Pas,YQD,MB,CA,Canada,North America,America/Winnipeg,-6,53.966667,-101.1,887,4,2017-12-13 18:29:45
CYQF,YQF,Red Deer Regional Airport,Red Deer,YQF,AB,CA,Canada,North America,America/Edmonton,-7,52.176944,-113.893333,2968,4,2017-12-13 18:29:45
